1,1,fp,139.03427124023438,1,2,fp,37.004947662353516,1,3,fp,34.9879264831543
2,1,fp,102.27322578430176,2,2,fp,66.55740737915039,2,3,fp,92.95392036437988
3,1,fp,67.83127784729004,3,2,fp,92.59629249572754,3,3,fp,72.48902320861816
4,1,fp,116.41812324523926,4,2,fp,63.680171966552734,4,3,fp,82.13996887207031
5,1,fp,65.63806533813477,5,2,fp,100.72636604309082,5,3,fp,76.03192329406738
6,1,fp,119.60220336914062,6,2,fp,71.41876220703125,6,3,fp,79.09011840820312
7,1,fp,116.21832847595215,7,2,fp,89.9357795715332,7,3,fp,102.71978378295898
8,1,fp,91.95351600646973,8,2,fp,67.98315048217773,8,3,fp,96.61650657653809
9,1,fp,91.16983413696289,9,2,fp,125.10824203491211,9,3,fp,107.26737976074219
1,1,dp,152.99439430236816,1,2,dp,33.74743461608887,1,3,dp,36.930084228515625
2,1,dp,138.641357421875,2,2,dp,34.4393253326416,2,3,dp,85.07871627807617
3,1,dp,70.8768367767334,3,2,dp,59.78274345397949,3,3,dp,77.50630378723145
4,1,dp,140.40231704711914,4,2,dp,95.81542015075684,4,3,dp,75.61159133911133
5,1,dp,103.56855392456055,5,2,dp,74.71346855163574,5,3,dp,63.05813789367676
6,1,dp,110.31126976013184,6,2,dp,104.57754135131836,6,3,dp,104.91490364074707
7,1,dp,67.32678413391113,7,2,dp,39.191484451293945,7,3,dp,68.90296936035156
8,1,dp,127.84075736999512,8,2,dp,44.538021087646484,8,3,dp,71.77066802978516
9,1,dp,69.19026374816895,9,2,dp,35.22849082946777,9,3,dp,81.93802833557129
1,1,oa,65.51790237426758,1,2,oa,37.1394157409668,1,3,oa,83.30917358398438
2,1,oa,103.07025909423828,2,2,oa,93.42503547668457,2,3,oa,72.01790809631348
3,1,oa,66.72406196594238,3,2,oa,83.87351036071777,3,3,oa,71.30694389343262
4,1,oa,78.66692543029785,4,2,oa,105.59654235839844,4,3,oa,75.10542869567871
5,1,oa,133.8346004486084,5,2,oa,42.05203056335449,5,3,oa,76.81655883789062
6,1,oa,55.7096004486084,6,2,oa,41.3053035736084,6,3,oa,70.60122489929199
7,1,oa,146.1780071258545,7,2,oa,51.66912078857422,7,3,oa,75.18935203552246
8,1,oa,112.2429370880127,8,2,oa,58.30740928649902,8,3,oa,97.44930267333984
9,1,oa,71.75755500793457,9,2,oa,93.9328670501709,9,3,oa,99.06864166259766

















